id,title,employer,salary,gender,years_exp,Location,duties,comments
644,Senior Staff Writer,TrackRecord (Gizmodo Media Group),"$70,000 ",Cis / Black,4,New York City,Writing a few blog posts a day and a desire to do bigger features but that never quite materialized.,"(This was in 2017, my last full time media job. 2016: MTV News Staff Writer - $55,000 (Contractor, so no health care or benefits) / 2015: Part time at Live Nation TV ($150 a day for 2 days a week) and Inverse ($150 a day for 3 days a week)"
685,"Associate Producer, Podcasts",Vox Media,"$58,000/yr",cis POC male,2,New York City,"production, marketing, and logistics for various podcasts across our network and verticals","I was freelance, so basically zero dollars lol."
719,Senior Staff Writer,Wirecutter,"80,500",cis mixed-race woman,14,New York City,"writing, editing, on camera talent, photo styling, script writing, video producing, interior design, product testing, mentoring","starting 62,000 as staff writer"
725,Staff Writer,Wirecutter / NYT,"70,000",cis white female,3.5,New York City,"Research, testing, writing","$53,000 / Hearst"
745,assistant audience editor,,75000,male poc,1.5,new york city,"edit, report, manage social channels, manage projects","propublica fellow (47k), atlantic fellow (35k)"
81,Broadcast Associate,CBS News,$17.34/hr,Cis Asian female,3,New York NY,Produce VOs for broadcast; gather elements for producers' packages; transcribe interviews,"Executive assistant - $16.92/hr
News associate - $15/hr

Non-salaried positions (news associate, executive assistants, broadcast associates, production associates, etc.) make a ""living"" wage thanks to OT"
482,Staff writer,Refinery29,"$60,000 ",cis white female,1.5,"New York, New York","writing news stories & features, researching",previously a freelance news writer ($15/hour)
557,Reporter,The American Lawyer/ALM,"$58,000 ",cis white female,2,"New York, New York",,First job
145,Reporter,DailyMail.com and DailyMailTV,"$65,000 ",White cis female,25,"New York, NY","Rewriting and formatting five stories a shift for the aggregate site, while also fronting a series of TV and web hits. Shifts are swing shifts staring at 8am until 5:30pm and, on rotating weeks, starting at 5pm and leaving past 2am.","Senior News Director, Assignment Manager, Senior Reporter: $97k, $85k and $80 respectively"
167,Reporter,Fast Company,65000,Cis white male,8,"New York, NY",Writing and editing content,
178,social media editor,g/o media,"64,000",cis white woman,3,"New York, NY",manages all social for a large site multiple distinct verticals,
239,Senior Beauty Editor,Hearst,"75,000","white, female",5,"new york, ny",,"60,000 as beauty editor. got a bump when i got another offer"
254,Supervising Producer,Hearst Digital Media,"75,000",Female,6,"New York, NY","Manager of video team, Producer,","65,000 Producer"
273,Senior Editor,HuffPost,"$75,712.00 ",cis white female,6,"New York, NY",Data & Analytics for Audience Development,"Fellow: $10/hr
Associate Editor: $40K
Editor: $60K
Editor after unionizing: $63,654.00"
481,Senior Editor,Refinery29,"61,000","female, biracial",6,"New York, NY",,
498,Assistant Editor,Rolling Stone,"$60,500/year","Woman, Latina",8,"New York, NY",Editing daily news and features. Writing no less than 20 articles a month. Interviewing in English and Spanish. Translating. Transcribing.,"Web Producer - $43,000/year"
593,Reporter,The New York Times,"$133,000 ",cis white male,13,"New York, NY",Reporter,"First job out of college, reporter at a larger regional paper: $33,000. Then over the years: $55,000, $62,000, $98,000, $102,000."
677,Digital Producer,VICE Media,"$74,000 ",cisgender woman / bi-racial (Latino/White),4,"New York, NY","Develop, shoot, and post produce content for VICE’s Video Player and YouTube Channel.","Associate Producer
Production Assistant"
689,Editor,Vox Media,"75,000",cis white female,7,"New York, NY","Manage and edit four writers, spearhead development of a vertical","Editor (newspaper), $85,000"
721,Staff writer,Wirecutter,"66,000",Cis/White,9,"New York, NY","Writing, editing, product testing, video producing, set decorating, script writing and producing, on camera work, interior design","Assistant staff writer, 44,000"
7,Reporter,Advance,"$43,000 ",cis white male,3,NJ,,$33/hr as NY intern; $12/hr at internship in different city
6,Data Reporter,Advance,"$75,000 ",cis-het white male,15,NJ,"Regular original content, major projects, editing, newsroom training, mentorship, collaboration with beat reporters on graphics,",Started at $36K 10 years ago. 3-4 raises over the decade.
110,Senior community editor,Community News Service,"$40,000 ",white cis woman,9,NJ,"The sole editor of three monthly newspapers, so I'm responsible for just under 100 pages of content a month; reporting/writing news, features, web stories; photography, assigning and editing stories, newspaper layout, uploading print stories to the web, basically being an expert on the towns I cover; was doing all of this at one point while also managing and doing data entry for our massive events database","Editorial assistant, $10/hr; sports editor, $12/hr; community editor, $32,000-$35,000"
205,Reporter,Gannett,"$47,000 ",cis white male,8,NJ,Beat includes a few statewide issues and a few local municipalities,"Started at $42,000 in 2015 at Gannett. $33,000-$36,000 at local Advance publication"
10,Reporter,Advance Local,"58,000",Latina cis female,3,NJ/NYC Metro area,"Beat reporting and writing, enterprise stories, social media.","Three raises since hired after intership at 40,000. Intern at Advance Local about 12/hour with overtime. Intern at WNBC 10.50/hour"
293,Senior Producer,ITV,"$80,000 ",Male / not white,23,Nomadic,"Fixing, shooting, scripting, editing, producing, live camera and uplink","$52,000 / Executive Producer / production company"
189,Data reporter,Gannett,"$49,000 ",cis white female,2 years,non-metro area,"graphics, data analysis, web development",
514,Reporter,Scripps,"48,000",Black woman,4,"Norfolk, VA",TV reporter / MMJ,"32,000 MMJ"
213,Sports/Education reporter,Gatehouse media,~$27000 after taxes,white male,5,North Carolina,Mixture of beat reporting and sports coverage/features.,
488,Reporter,Regional magazine,"$61,700 ",cis white woman,2,North Carolina,"Reporting, including longform features and shorter pieces, investigative projects social media","$30k--editorial fellow at The Atlantic, bumped to $35k"
528,Editor,Small chain,"37,200",White male,25,North Dakota,,"Reporter Minot Daily News 21,000, Reporter Bismarck Tribune 28,000"
2,Reporter,A nonprofit news outlet,"$39,000 ",Cis white man,4,Northeastern U.S.,"Reporting and writing news and features for three counties, taking and editing photos, attending government meetings and events across those three counties, etc.","Before this I worked three paid three-month internships at daily newspapers while an editor of my college paper, and then had a yearlong paid fellowship at a large metropolitan paper."
468,Reporter,Public broadcasting,"Equivalent to $56,000 USD, before taxes",Male/white,6,Norway,"Writing articles, producing radio, TV reports.",
228,Writer,Happy Mutants LLC,$30/post,cis het white male,7,Not NY or LA or SF or DC,,
34,Coordinating Producer,Big Fish Entertainment,"$100,000 ",doesnt matter,8,NY,,
70,Reporter & editor,BuzzFeed News,"75,000",Cis WOC,5,NY,"Reporting, assigning, editing breaking news","- news writer $19/hr
- associate general news editor $57,500 (1-3 years experience)
- associate news and politics editor $55,000 (3-5 years experience)"
90,Senior Reporter,CNET,"75,000",PoC cismale,5,NY,"Investigative reporting, breaking news","Social media editor, 55,000"
177,Staff writer,G/O Media,"65,000",cis white female,10,NY,"reporting, researching, writing",
423,Staff Writer,NY Magazine,"87,000",Cis White Female,5,NY,Blogging + reported features for web and print,
428,Fellow,NYT,"$74,000 ",,(all fellows are paid the same),NY,https://www.nytimes.com/interactive/2018/jobs/times-fellowship.html,
476,Reporter,Quartz,"$86,000 ",cis white woman,8,NY,reporting,8 yrs FT
606,Reporter,The Wall Street Journal,"103,000",Cis woman poc,10,NY,"Reporting, Writing","92,000 Reporter"
668,Senior Editor,Verizon Media Group,"$86,000 ",Nonbinary Latinx,15,NY,"Writing features, news, reviews
Assembling buying guides
Scripting and appearing in videos","Associate Editor - $57,000
Assistant Editor - $34,000"
5,Data Journalist,Advance,"$41,000 ",cis POC female,5+ years,NY metro area,"data analysis, reporting, graphics, design",
141,Multimedia Content Creator (Union),Consumer Reports,"$102,000 ",cis-het white male,10+ years,NY-DC-CT,,
45,Reporter,Business Insider,"$65,000 ",white cis-female,3 years BI,NY-HQ,#NAME?,"42000 starting, bumped to 51000 then 55,000 in annual raises. Possible 15000 in bonus, usually ends about 65000"
46,Senior Staff Writer,Business Insider,"$69,999 ",,"6 years FT at multiple publications, 4 years freelance",NY-HQ,#NAME?,"- $3,000+ permalance
- Freelance contributor, online and print, highly varied ($0.45-$1.00/word)"
59,Reporter,BuzzFeed,"$82,500 ",,"5 years FT at BF, 1 year freelance",NY-HQ,#NAME?,
176,Senior Editor,G/O Media,"$80,000 ",,10+,NY-HQ,#NAME?,
707,Senior Reporter,Well known trade publication,"$82,000 ","Female, cis, white",5,NY/LA,"Daily reporting and story writing, regular features, editorial planning and regular oversight of print product, event hosting","Media reporter (Same pub and salary, started at $75, got a raise to $82k then promoted again) Financial reporter (Same pub $62) Legal reporter ($50k) Corp. bankruptcy reporter (first reporting job, $45k) -- All of these jobs were in NYC between 2014 and 2019"
743,Senior Reporter,,"$82,000 ",Female,6,NY/LA,"Daily stories, regular features, editorial planning and regular oversight of print product, event hosting",
8,Audience Engagement,Advance Local,"$63,300 ",cis white female,4,NYC,"Social media, community management, brand management, moderation",Started at $52k (25/hr - I am hourly)
19,Deputy editor,AMI,"$102,000 ",cis white female,6,NYC,"top-editing, managing team, assigning",
20,senior editor,AMI,"$73,000 ",cis male,6,NYC,features and FOB,
48,Senior Reporter,Business Insider,"$75,000 + $5,000 bonus contingent on meeting goals",cis white woman,2,NYC,"Reporting, writing","Intern at BI $15/hour
Reporter: $50,700 starting salary in 2018
$60,000 raise in 2019
$75,000 raise + promotion in 2019"
47,Senior Editor,Business Insider,"92,000 + $30,000 bonus",cis white female,7,NYC,"Lead freelance, tech, and guides coverage for ecommerce vertical. Manage a team of editors, reporters, and freelancers.","Guides editor at Business Insider: 75,000 + 10,000 bonus > 82,000 + 22,000 bonus
Mobile & wearbles editor Digital Trends: 65,000
Staff Writer at Digital Trends: 45,000
Section editor at Tech Times: 42,000
Staff Writer at Mobile.pro: 35,000
Freelancer at Mobile Geeks: $5-20 per post"
52,Senior editor,Bustle Digital Group,"$73,000 ",Cis white woman,7,NYC,"Assigning/editing features, reported pieces, and essays","Started senior editor at $70K
Editor at $60K, then $65K
Associate editor at $47K, then $52K"
57,Audience development strategist,BuzzFeed,"$67,000 ",,4,NYC,"Fielding data requests, putting together coverage recaps, writing timely posts, working on a variety of content strategy projects",
62,Art Director,BuzzFeed,"90,000",Cis Female / White,6,NYC,Manage editorial and branded art/design/video projects,62k (freelance) > 63.5k (starting BF) > 65k (graphic designer) > 71k > 80k (AAD) > 90k (AD)
65,Reporter,BuzzFeed News,"$74,200 ",white cis-female,4.5 years at BF,NYC,"breaking news, several news features, internet culture reporting","-$12/hour as a buzzfeed fellow 2015
-$40,000 starting salary (flat-rate) when converted from fellow to Buzz Writer 2015
-$54,000 leveling 2016, moved to News side later that year
-$60,000 raise 2017
-$64,200 promotion 2018
-$74,200 promotion 2019"
64,Staff Writer,BuzzFeed News,"$70,000 ",cis latinx male,5+ years FT,NYC,#NAME?,"$50,000 starting in 2014."
74,Staff Writer 2,BuzzFeed.com,"67,000",Black cis straight woman (first-gen American),8,NYC,"For starters, writing daily posts for BuzzFeed.com (not News), tracking post traffic and iterating on ""successes,"" developing new methods of creating ""viral"" content, producing and starring in videos, producing and publishing art projects, creating branded and sponsored content, brainstorming editorial, branded, and sponsored strategy for vertical, participating in and/or leading tent pole projects and sprints across different teams...","Jr Staff Writer (Style/Beauty Team) - $55,000 (HR told me this was the maximum amount a junior writer could make), Staff Writer 1 (As/Is Team, received promotion less than a year in thanks to my manager - a black woman- and her former manager - a white woman) ~$63,00. I advocated, painstakingly (I paid a negotiation expert $200 for tips/advice) and successfully, for 6 months for a subsequent promotion to Staff Writer 2 because I realized was performing the responsibilities and had the skill set of that position according to BuzzFeed's Leveling and Compensation policy."
79,Senior Editor,CBS,"$85,000 ",cis woman / poc,8,NYC,Tentpole planning / Features (editing/writing) / Building out and maintaining freelance roster,Everything from staff writer (32k) to Section Editor (75k) before current gig.
80,Associate Producer,CBS News,"64,000","WOC, BLACK, cis",2,NYC,"Monitor breaking news, newsgathering, provide editorial judgement for all shows as well as social/web, launch crews and delegate plans for story coverage for broadcast.","Broadcast Associate - CBS News - 34k, for 2 years. Livable only with working OT"
82,Associate Producer,CBS News,"$68,000 (+annual increase)",White Cis female,4,NYC,"Functionally a producer (produce packages, report, field produce, oversee edits, etc.)",
89,"Associate Producer, Animation",CNBC,"260/day rate (annual 63,700)",POC Female,3,NYC,"Producing animations for videos, social branding.",
87,Social News Producer,CNBC,"$63,000 ",Cis white woman,3,NYC,"- Manage the Twitter account, which tweets several hundred tweets a day
- Pitch new social platforms & accounts
- Edit associates
- Work events","Social media producer at Insider Inc.: $54,000"
93,Production Assistant,CNN,"$50,000 ",cis white female,1,NYC,"Editing, producing, filming",
92,Editor,CNN,$110000 + bonus,cis white female,10,NYC,"Writing, editing, news partnerships",
109,Staff Reporter,"Community News Group, now Schneps Media","$35,000 ",cis bisexual poc female,2,NYC,"Write, research, report; take photos for print quality; attend meetings, protests, hearings; manage social media; other editorial duties as needed",
136,Digital Designer,Condé Nast,"60,000",Female / Asian,2,NYC,"Web design, animation, marketing design for Condé Nast's brands' digital fronts",
134,Staff Writer,Condé Nast,"$75,000 ",cis queer woman / east asian,4,NYC,"pitching, researching, reporting, writing, pulling art, building stories (news stories, reported essays, longer features, cover stories, etc.)","was previously a Staff Writer at another condé nast pub for ~38,000"
130,Contributing editor,Condé Nast,$38 hour,Cis white male,8,NYC,"Writing daily items, pitching features, top editing staff, managing and assigning to freelancers",
119,social media editor,conde nast,"$44,000 ",trans white man,2,NYC,"posting to accounts, producing instagram stories, live coverage, working with reporters, etc.",n/a
122,Culture Writer,Conde Nast,70K/year,white cis female,4,NYC,"covering books, tv, pop culture news, etc, 2-3 news stories daily plus several longer features weekly","Assistant Editor @ VICE, 58K (union salary tier minimum)
Writer @ LAist, salaried weekly but approx. 35K annually"
115,Associate Editor,Conde Nast,"$50,000 ",Cis white female,4,NYC,Writing and editing for print magazine,"Assistant Editor (Boston area), $35k
Editor (Boston area), $42k"
111,Section editor,Conde Nast,"$63,000 ",cis white female,4.5,NYC,"Daily news, editing and writing, managing freelancers","Started at $60k, raise after 1 year"
117,Senior editor,Conde Nast,"$90,000 ",cis white female,5,NYC,Editing features and FOB section,
120,Digital Editor,Conde Nast,"75,000",cis white female,7,NYC,Write and edit news and beauty features,
137,Features Editor,Conde Nast,"100,000",Queer Cis Woman-White,10,NYC,"Conceptualize, assign, and edit feature-length health and science pieces (8/week); write weekly; work w/ social media team to promote vertical; attend pitch/brainstorm meetings; work with video and photo teams on packaging; etc.","Senior Ed at Gawker, Senior Ed at Daily Beast, Freelance (49K, 55K, Varied)"
114,Assistant Editor,Conde Nast,"$50,000 base, ~$60K w/ overtime",Cis white female,"2 years FT, 2 years freelance (in college)",NYC,"Writing, editing, and building articles in CMS. Writing, editing and building newsletters. Assisting senior editor with workflow. Planning photoshoots. Planning events. Occasional social media (IG story event coverage, posting articles on FB/Twitter)","$40K (~$50K w/ overtime) as editorial assistant for same brand, $15 hourly at Refinery29"
113,Assistant Editorial Producer,Conde Nast,"$45,000 base, ~$55k with overtime",cis white femaile,5 years FT,NYC,"producing and editing a weekly podcast. writing, editing, building articles in the CMS. sending daily newsletters. assisting with vairous editorial tasks (calling in products to shoot, event planning, pitching ideas, etc.)","$28k + overtime as a starting point at the same company as an assistant to an EIC, increasing over the next 5 years until now"
144,Staff Writer,Culture Trip,"58,000",cis female,3,NYC,"reporting, editing, copyediting, picture research, lead editorial franchises & travel for on-site reporting",
155,Associate Editor,Dotdash,"$60,000 ",White Cis Female,4,NYC,,
154,Editor,Dotdash,"$80,000 ",cis white male,10+ years of writing/editing,NYC,"Managing freelancers, assignments, and editing copy","-Freelancer, $100-$550/feature
-Senior Writer at Future PLC: $60,000"
152,Commerce Editor,Dotdash,"$75,000 ",cis white male,"5+ years writing/editing experience
1.5 years FT",NYC,"Manage and hire team members, write articles, edit content submitted by freelance writers","$25/news article, $150/feature - freelance tech reporter
$2,400/month - contract editor
$51,000 - tester/reviewer
$60,000 - commerce writer"
153,Editor,Dotdash,"$80,000 ",PoC male,7+ years of writing/editing,NYC,"Managing freelancers, assignments, and editing copy","-$39,000 tech reporter 0-3 years
-$50,000 tech reporter 3-6 years"
165,Senior Reporter,fashion site,"$105,000 ",white cis woman,10,NYC,"write news, reported features.",
168,Staff editor,Fast Company,"$77,000 ",Cis white woman,4,NYC,deputy editor of a section,
166,Editorial Assistant,Fast Company,"$35,000 ",Cis white female,"0-1, entry level",NYC,"writing, transcribing, some editing, fact checking",
174,Staff reporter,Futurism,"$55,000 + likely $5,000 bonus",White cis/het male,1.5,NYC,Mixed bag of news blogging and reporting,"Brought on at $150/day for two stories, then hired at $45k and given two $5k raises over time to reach current salary. ""experience"" column is for this specific job -- previous experience includes freelance work and hourly media internships/contract gigs."
180,Staff Writer,G/O Media,"68,000",white male,4,NYC,Daily blogs plus reported features,
183,Social Media Editor,G/O Media,"$64,000 ","Cis-male, white",4,NYC,"Manage posting across multiple social channels, newsletter organization","Staff writer, 50k"
181,"Editor, Staff Writer",G/O Media,"68,000",Cis-bi white female,7,NYC,,"News writer, producer"
184,Reporter,G/O Media,"77,000",White cis woman,8,NYC,,
187,Managing Editor,G/O Media,"$84,000 ",cis het white female,10,NYC,Editing and assigning stories; managing freelance budget; assigning and editing freelance; managing editorial calendar,Managing Editor; Senior Editor; Associate Editor; Assistant Editor
182,Staff Writer,G/O Media,"$85,000 ",cis-het white male,13,NYC,"Reporting, writing, video and podcast appearances, some video writing","editor, writer, marketer, video producer; salaries ranging 30k-100k"
204,Video Producer/Editor,Gannett,"80,000",White Female,5,NYC,"Produce, Shoot and Edit Videos",
219,Reporter,Gothamist/WNYC,"$78,000 ",cis het white male,3,NYC,daily reporting/blogging,
220,Commerce Writer,GQ,"$62,000 ",,3 years FT,NYC,Just writing now,
224,Producer,Group Nine Media,72100,cis asian male,4,NYC,Video Editing,AP 55000
229,Assistant Managing Editor,HarperCollins Publishers,"$53,300 ",Cis white female,5,NYC,"Interdepartmental liaison, oversee schedules and deadlines, manage metadata, proofread files, supervise freelancers, etc.","Assistant Managing Editor $47,000 + overtime / PRH
Managing Editorial Assistant $35,000 + overtime / PRH (starting salary was adjusted to $38k(?) a year or so after I was hired and so my salary was adjusted to reflect that change before my promotion to Assist. ME)"
237,Editorial Assistant,Hearst,"$33,950 plus overtime",cis white female,1.5,NYC,"writing digital and print content, managing boss's calendar, scheduling meetings, etc.",Editorial fellow at Hearst - $15/hour
236,Junior Motion Graphics Designer,Hearst,"$58,500 ",Cis white female,2,NYC,Digital motion design across social platforms and website,
240,Digital Editor,Hearst,"65,000",cis white female,5,NYC,"Write, edit and publish stories on fashion and beauty, style photo shoots",
235,Senior Fashion Editor,Hearst,"$61,000 ","White, cis, female",5,NYC,Everything,
241,Senior Editor,Hearst,"80,000",white cis female,7,NYC,,"digital editor 65k, editor 58k, associate editor, 50k, assistant editor 45k"
243,Sr. Digital Editor,Hearst,"$65,000 ",Cis-gender white female,8,NYC,"Brainstorming, assigning, and editing content for the website. Managing website's social media pages. Developing content and social media strategies. Optimizing content for search.","$71K (Health Editor, INSIDER Inc.)
$65K (Lifestyle Editor, Bustle)"
246,Senior Editor,Hearst,"68,000",white female,9.5,NYC,,
250,Sex & Relationships Editor,Hearst (Cosmopolitan),"60,000","Cishet WOC, Asian",5,NYC,"Write digital posts daily, write and edit in two sections of in-book magazine","Assistant Snapchat Editor 40k, Weekend Social Media Editor (permalance) 29k, hired as an intern at the company."
252,Senior Editor,Hearst (Lifestyle Group),"$70,000 ",Cis POC female,10,NYC,,
253,staff writer,Hearst (Lifestyle Group),"62,000",cis white female,10,NYC,"pitch, report, and write stories for both print and digital.",
255,Content Strategy Manager,Hearst Digital Media,"$65,000 ",cis white female,3,NYC,"Manage all social platforms including FB, Instagram, YouTube, TikTok, Twitter","Social Media Editor--$58,500, Associate Social Media Editor--$20/hr"
256,Site director,Hearst Digital Media,"$130,000 ",Cis white female,12,NYC,Oversee digital editorial for two HDM brands,
280,senior writer,IDG,95000,cis female asian,10,NYC,"reporting, video",80000 business editor
282,Web Producer,Inc. Magazine,"$50,000 ",cis white female,2,NYC,"edit and produce, assign stories to freelancers, write for online and print","intern $20/hour, $45k FT"
281,Reporter,Inc. magazine,"$60,000 ",cis white male,4,NYC,"reporting, op-ed writing, podcasting, newsletter writing/editing","Assistant Editor - $45,000 (raised to $50,000 after ~2 years)"
325,senior editor,Martha Stewart Living Omnimedia,"$75,000 ",cis white female,4,NYC,Editing features and FOB section,
330,Media Strategy Supervisor,Media Agency part of Ominicom,"$75,000 ",Latina Female,4,NYC,,
333,Senior Writer,Medium,"100,000",cis white male,5,NYC,"Features and investigative work, some shorter turnaround reporting","$45,000 at Popular Science as assistant editor
$55,000 starting at Quartz
$63,000 after two years of raises at Quartz"
337,Social Media Editor,Meredith,"$62,500 ",cis white female,3,NYC,"-Run social channels (FB/TW/IG/Pinterest)
-Pitch emerging platforms (Smartnews, Flipboard, Apple News)
-Run social video strategy
-Work award shows and off hours events
-Manage weekend/morning editors on social platforms
-Be online during off hours for breaking news
-Break features and print magazine content on social channels","Fellow ($17/hour); Assistant Social Media Editor ($20/hour); Associate Social Media Editor ($52,500)"
342,Senior Associate News Editor,Meredith,"$66,000 ",Cis WOC,5,NYC,"Write daily news, celebrity interviews and profiles",
341,Senior Social Media Manager,Meredith,"$77,000 ",queer white cis woman,12,NYC,"Social media/audience strategy, analytics, reporting, partnerships, events. Produce all social media content for advertisers. 1 direct report.","$75k starting salary at current job ~3 yrs ago. $65k social media manager @ Condé. $57k social media manager @ small website. $50k-ish freelance social media strategist. $40k digital marketing manager, ad agency. $26k digital marketing manager @ FADER"
340,Senior Editor,Meredith,"77,000",cis female,15,NYC,"manages editorial assigning, editing, and production of 80+ special issues inclusive of third party and internal brands","Editor (60k), Associate Editor (40k)"
335,Digital Producer,Meredith,"$58,500 ",cis white female,2 (including cumulative college experience),NYC,"Pitching news platforms, debugging site, editorial assistant type duties, aggregation writing, light social strategy, syndication editing, designing special projects, occasional reporting/transcribing/fact checking, admin for WordPress, Slack, Airtable, etc.","freelance @ activist newspapers, unpaid internships"
346,"Managing Editor, Digital",mid-size trade publication,"$84,000 ",cis white femaile,9,NYC,"managing employees, overseeing digital content + strategy, project management, writing + editing copy","Editorial Assistant, digital: $40k + overtime
Editorial Assistant, book publishing: $32k + overtime
Syndication Producer, large media corp.: $40k
Editorial Development Associate, large media corp.: $50k (raise after outside offer)
Editor, digital: $60k
Asst. Managing Editor, digital: $70k
Managing Editor: $75k"
353,Researcher / Editor,Multiple (freelancer),"~$86,500",cis latina female,5,NYC,"Two primary clients with stable contracts as full time freelancer. For one research and writing. For the other, editing, social media, writing.","unpaid editorial assistant; freelance documentary producer; $48,000 reporting fellow; $52,500 reporter; $60,000 editor; $62,500 editor; $86,500 current from two primary clients"
356,Editorial Director,National news site,"90,000",white cis female,11,NYC,"Overseeing a newsroom of 10 people, developing and executing editorial strategy, editing and planning all major editorial franchises (columns, events, video, etc.)","In order: Intern (free) Research Assistant (stipend) Staff Writer (35k) Intern again (20/hour) Blog Editor (45k) Social Media Editor (50k) Managing Editor (50k) Editor-in-Chief (internal promotion, but still 50k) Editor (55k) Weekend Editor (25/hour) Managing Editor (70k)"
358,Managing Editor,NBC News,"115,000",White CIS Female,15,NYC,,Senior editor @ 90K; Editor @ 75K; Assist. Ed @ 55K
369,Visuals journalist,New York Daily News,"$47,250 ",WOC,2.5,NYC,Creating/updating the site's photo galleries,"$45,000 from April 2017 to Jan/Feb 2018, $47,250 onwards."
370,Breaking news reporter,New York Daily News,"$60,000 ",White female,4,NYC,"Breaking news, crime, politics, features",
373,Associate Editor,New York magazine/ Vulture,"71,000",cis white woman,5,NYC,"Blog writing, create multimedia content.",
374,Overnight Producer,New York Post,"52,000",,1,NYC,"Post content online overnight, produce iPad app",
378,Staff reporter,New York Times,"$103,000 ",Female/non-white,3,NYC,Reporting breaking news and enterprise,
385,Science Writer,Newsweek,"$39,000 base + max $2,000 monthly bonus, depending on page views","cis, bisexual poc female",1,NYC,Write and report 2-5 articles a day on science news,n/a
384,Senior Culture Writer,Newsweek,"50,000",cis white woman,2,NYC,"Writing reported features for the magazine as a senior writer, writing 4 news posts a day as a staff writer","Hired at 50 as a culture writer in 2017, negotiated up from original offer (45k). At that time I had 2 years of experience."
386,staff writer,newsweek,$50k,cis female /white,3,NYC,3-6 posts per day plus enterprise features,
432,News Assistant,NYT,"65,000-75,000",cis POC woman,2,NYC,"ranges from design assistance, social media, fact-checking, reporting, writing, etc.",
429,Video Producer,NYT,"$75,000 ",cis PoC woman,3,NYC,"pitch, shoot, edit, and create motion graphics for videos",
435,News Assistant,NYT,"$56,000 ",cis POC womxn,3,NYC,"Manage social, writing and reporting, contributing to newsletters, managing phones and emails, occasional fact-check and research and admin work","Editorial Intern (Unpaid); Editorial Intern ($600/$700 bi-weekly); Student Office Assistant ($10/$11); Contributing Writer (Unpaid); Contributing Editor (Unpaid); Editorial Design Intern (Unpaid); Sales Intern (Unpaid, $200/week stipend); Front Desk Staff ($11-$14/hour); Community Lead ($14)"
438,Editor (We Throw This Term Around A Lot),NYT,"122,500 (We do inflation increases yearly)",Cis-Black Queer Man,4,NYC,"I teach reporters how to do things, occasionally write stories (get paid extra for bylines)","Video Producer (NBC News Digital) - 67,000

Video Producer (VICE News) - 50,000"
430,Deputy Editor (Major Section),NYT,"$145,000 ",CIS-Female,"15 years, 3 freelance",NYC,"-Edit and conceive of articles with reporters
-Plan story budgets and special features
-Attend and pitch stories at the daily story meeting
-Develop special packages with other teams (video, social)","-85000 digital producer NYT
-100000 digital editor 
-120000 senior editor"
449,Reporter/Editor,Patch,"$54,000 ",cis bisexual poc female,2.5,NYC,"write, report, edit, research, take photos, post on social media, manage and moderate comments and user-generated posts, curate newsletters, manage homepages, other editorial duties as needed",
453,Senior Editor,Penske Media (HollywoodLife),"$65,000.00 ",cis white female,5,NYC,"- Writing 8-10 stories/day, pitching, assigning, reporting, every holiday, awards show, tv event, including recaps/reactions. 
- Being on call 24/7/365 for news coverage despite PM/LA and weekend teams.
- Working a 6-8 hour awards show was rewarded with approximately 2.5 hours towards a “comp day”",
467,Data reporter,ProPublica,"90,000","cis-male, straight, asian",2.5,NYC,"Data analysis, cleaning, reporting and writing for investigations","Data reporter, Arizona Republic: $37,000 (2017-2018), $46,000 (2018-2019), $50,600 (2019)"
471,Reviews Editor,Publishers Weekly,"$43,000 ",white cis-male,7,NYC,Ran three different subject categories; Managed ~50 freelance writers; Wrote special features and produced interviews,started at the company running the shipping/receiving room for $35k
473,Reporter,Quartz,"$64,250 ",cis white woman,~4 years,NYC,writing short hits and longer features,2% raise after six months at Quartz
480,"Editor, Snapchat",Refinery29,"65,000 (full time freelance)",Cis white woman,3,NYC,"Writing copywriting, editing, copy editing, producing and editing video for Snapchat","Editorial Assistant, Snapchat at R29 (got a raise and promo through counteroffer)"
511,reporter,Schneps Media,"32,000",White cis male,1,NYC,Cover several neighborhoods in Brooklyn - come up with stories and work on assignment.,Unpaid intern - paid intern - freelancer
521,Publicity Assistant,Simon & Schuster,"36,000",Female/Asian,1,NYC,,
524,Producer,Slate,"$70,000 ",cis white woman,3,NYC,"Editing audio, researching, booking, writing","$54,000 Assistant Producer"
525,Staff Writer,Slate,"57,600",Cis white woman,5,NYC,,
526,Staff Writer,Slate,"71,000",cis female / white,6,NYC,,
522,Producer,Slate,"$62,000 ",cis white male,2 years FT,NYC,producing a daily podcast and a monthly podcast,"Associate Producer: $57,000"
527,Editorial Assistant,Slate,"$57,000 ",cis black woman,2 years FT,NYC,"feature writing + reporting, ocassional daily blogging, admin work, podcast hosting","Reporter researcher at TNR: $30,000
Starting Slate salary: $48,000
Bump from union contract: $51,000
Current salary: $57,000"
572,Director of Social Media,The Daily Beast,"$95,000 ",cis woman POC,7,NYC,"Manage team of 4 and all social platforms, on call 24/7 for breaking news, social/search/aud dev strategy, work with all teams across company including sales and product, style guides and trainings for newsroom, meetings/crisis management/handholding, pitching/writing/editing","- Director: Started at $90k, raise to 95. 
- Social Media Editor: Started at 70k, raise to 75k
- Production Coordinator (TV/digital): 47k
- Production Assistant (TV/digital): 42k
- Editorial Assistant, Hearst: 32k"
585,Reporter,The Information,"$60,000 ",Cis white male,7,NYC,"Reporting, writing",
