1,Timestamp,TITLE,COMPANY,SALARY,GENDER IDENTITY / ETHNICITY,YEARS OF EXPERIENCE,LOCATION,JOB DUTIES,PREV SALARIES / TITLES/ ETC,salary_clean,flag,exp_clean
1025,11/14/19 15:56,Senior Editor,NAPCO Media,"$63,000 ","Cis female, white",9,Philadelphia,,,"$63,000 ",,9
1026,11/14/19 15:56,"Director Social Media, Partnerships",OZY Media,"$130,000 + $20,000 equity + $10,000 EOY Bonus",White Male,4,NYC/Mountain View,Effectively Audience Development lead,"Senior Social Media Editor, Editorial Partnerships - HuffPost",130000,,4
1027,11/14/19 15:58,Producer,Reuters,"90,000",Female/Black,10,New York,,,"90,000",,10
1028,11/14/19 16:00,Managing Editor,A community magazine,"$55,000 ",F POC,5,Toronto,Overseeing a team of five editors and oversee all editorial and photo shoots required for our monthly magazine,,"$55,000 ",,5
1029,11/14/19 16:02,Assistant editor,BH Media,"$50,000 ",Cis white lesbian,25,,,,"$50,000 ",,25
1030,11/14/19 16:02,News Producer,WRAL,"$45,000 ",White female,8,"Raleigh, NC","Layout newscast, choose stories, choose video, create graphics, write scripts for anchor",,"$45,000 ",,8
1031,11/14/19 16:03,Assistant Edior,Hachette Book Group,"$40,000 ",mixed-race cis woman,6,NYC,assist two executives with their editorial tasks,,"$40,000 ",,6
1032,11/14/19 16:08,Sales Assistant,Big 5 Publishing Company,38800,White,1,NYC,"Supporting sales reps through data entry/analysis, submitting orders, booking digital ads, etc",Internships at $15/hr,38800,,1
1033,11/14/19 16:10,Editor,Business Insider,"$75,000 + $10,000 bonus eligible",cis bi white woman,9,,,"Senior editor ($65k), editor ($60k), research editor ($50k)",75000,,9
1034,11/14/19 16:15,Senior Video Producer,Meredith Corp,"$94,000 plus 10% bonus",POC female,3,New York,,"Producer $68k, AP $64, PA $54k",94000,,3
1035,11/14/19 16:13,Production Supervisor Community Relations,Community Access TV midwest,50k plus 401k and full medical benefits,Male,20,Midwest,Supervise all video production,Free lance 120k,50000,,20
1036,11/14/19 16:13,Copy Editor/Page Designer,The Columbian Publishing Company,"$30,000 ",White male,2,"Vancouver, WA","Copy editing, page design, web posting, etc.","8 years as a reporter, photographer, editor, designer = all less than $30,000","$30,000 ",,2
1037,11/14/19 16:14,Editorial assistant,Penguin Random House,"41,000",Cis white female,4,New York,Basically a glorified administrative assistant slash editor,"Intern, unpaid","41,000",,4
1038,11/14/19 16:19,Multimediaproducer,HuffPost,"$85,000 ",Cis-gendered East Asian Male,3.5,"NY, then remote","Produce multimedia assets for stories, social, and marketing; also had to source and pitch social content + produce assets for the social team","Multimedia fellow - $15 / hour
Multimedia producer (initial) - $45,000 (w/o any possibility for pay negotiation)
Multimedia producer (after union) - $65,000
Multimedia producer (final annual pay before leaving) - $85,000","$85,000 ",,3.5
1039,11/14/19 16:29,Editor I,NPR,"$100,000 ",White woman,15,DC,,,"$100,000 ",,15
1040,11/14/19 16:36,Director of audience development,Condé Nast,130k,White cis woman,8,New York,,,130000,,8
1041,11/14/19 16:36,Desk Editor,PBS NewsHour,"$60,000 ",CIS Asian Male,15,"Washington, DC","managing desk, breaking news, ingest, field crews, production operations, etc","Prod Coordinator ($250/day), Studio Tech ($62k/yr), Line Producer, Multimedia Producer","$60,000 ",,15
1043,11/14/19 16:37,Graphic Artist,NBC Universal,12694,Cis White Male,13,New York City,"Create still/motion graphics for a daily show in 2D/3D on a very tight turnaround schedule. Also handle requests for show packaging, sales and ad requests, support the scenic art directors and wardrobe department.","Freelance motion designer from 2007-2014, salary ranged from $65K-$200K. I worked extensively within MTV Networks which paid well by comparison and occasionally worked as a freelancer for ad agencies which generally paid the highest day rates.",12694,,13
1044,11/14/19 16:42,Associate Editor,Hypebae,42.000 + one annual bonus equivalent to one paycheck,Cis black female,3,NYC,"Content (editorial + video) production, strategy, social media management, editing, sales pitching, editorial calendar, news aggregation,","Beginning salary was 38,000",42000,,3
1045,11/14/19 16:55,Reporter,Chattanooga Times Free Press,"42,000",cis white female,5,"Chattanooga, Tennessee","Beat coverage of fourth largest metro area and school district and regional coverage of education in North Georgia, North Alabama, Southeast Tennessee.

Encouraged to shoot photos, newsletter curation, occasional magazine pieces/whole newsroom projects",5 years experiences includes 2 years of grad school,"42,000",,5
1046,11/14/19 16:44,Associate Editor,HYPEBAE,42.000 + one annual bonus equivalent to one paycheck,Cis black female,3,NYC,"Content (editorial + video) production, strategy, social media management, editing, sales pitching, editorial calendar, news aggregation, etc.","Beginning salary was 38,000",42000,,3
1047,11/14/19 16:46,Field Producer,CNN,88000,White female,10,New York,Longform field producing,,88000,,10
1048,11/14/19 16:47,Photojournalist,A McClatchy daily,"$34,000 ",Cis white woman,2,North Carolina,,,"$34,000 ",,2
1049,11/14/19 16:50,Writing Fellow,Mother Jones,37.5K,White,2,New York City,"Social media managing, analytics reporting // video editing, producing, scripting // writing for online // audio producing, editing, scripting //",Freelance content creator,37500,,2
1050,11/14/19 16:56,Reporter,Reuters,"78,000",Female,4,NYC,Beat reporting,"Previously staff writer at trade magazine at $55k, before that was an editorial assistant at $32k","78,000",,4
1051,11/14/19 17:09,Designer,Washington Post,"$80,000 ",female/nonbinary white,7,Washington DC,"animation, digital layout and design, illustration","Video editor/animator $77,000; visual journalist $72,000","$80,000 ",,7
1052,11/14/19 17:10,reporter,Dow Jones Newswires/WSJ,"€28,000",cis white male,3,Spain,business and financial news beat reporter for newswires and paper,,28000,,3
1053,11/14/19 17:10,Associate Strategist,Khoros,"$50,000 ",CIS Female / POC,4,"Austin, Texas","Leading project teams, handling customer comms, managing social brands and working on strategic playbooks and deliverables.","$45,000 / Social Media Coordinator","$50,000 ",,4
1054,11/14/19 17:11,Producer,Vox,"90,000",Cis Female,7,NYC,"Producing and directing shoots, pitching creating concepts and ideas, writing and research, etx","Producer 75,000, Associate producer 45,000","90,000",,7
1055,11/14/19 17:12,Designer,The Washington Post,"$80,000 ",nonbinary/white,7,Washington DC,"animation, layout/design, illustration","$77,000 video editor/animator; $72,000 graphic designer","$80,000 ",,7
1056,11/14/19 17:16,Writer,The Ringer,"$84,000 ",White female,6,,"Writing features, essays, blog posts","Gizmodo senior writer, $70k","$84,000 ",,6
1057,11/14/19 17:18,Reporter,Nonprofit newsroom,"$58,000 ",cis white female,5,Chicago,"Investigative reporting, plus daily and enterprise work when needed",,"$58,000 ",,5
1058,11/14/19 17:20,Reporter,The Columbian Publishing Company,"$44,000 ",White cisgender woman,7,"Vancouver, Wash.","Daily reporter, writing 3 - 5 articles a week.","$15.50 an hour, $16.50 an hour, $21.31 an hour.","$44,000 ",,7
1059,11/14/19 17:20,Publishing Assistant and Digital Content Coordinator,Springer Publishing Company,"$40,000 ",cis het white female,5,"New York City, NY","-provided admin and technical support for journals team, individual journal editors, and contributors on Editorial Manager
-wrote, A/B tested, coded, edited, and scheduled delivery of journal marketing and recruitment emails
-wrote, edited, and scheduled delivery of journal eTOCs and newsletter blasts to subscribers
-wrote and edited email templates, media kits, and other content for the digital ad sales team
-liaised with external organizations, societies, and associations for blog content
-wrote original blog content and managed freelancers for DailyNurse.com and MinorityNurse.com
-assisted with editorial workflow and project management of journals
-worked several conference events to market and sell journal subscriptions, as well as recruit potential journal editors and contributors","North Atlantic Books, At-Large Acquisitions Editor, $30/hr, remote (currently freelancing on ad hoc basis); Weldon Owen, Executive Assistant, $17.38/hr, San Francisco, CA (worked there for one year, this hourly rate is after my $0.50/hr raise for 2018); John Wiley and Sons, Senior Editorial Assistant, $39,970, San Francisco, CA (worked there for 3 years, starting salary was $38,000)","$40,000 ",,5
1060,11/14/19 17:28,6 p.m. producer,Gray TV,"$26,000 ",CIS,4,Oklahoma,Writer/producer for 6 p.m. show,,"$26,000 ",,4
1061,11/14/19 17:39,Producer,Canadian TV station,"$69,000 CAD (or $52,000 USD)",Cis POC female,8,Toronto,"One or more of the following every day: assigning for the daily news show, lining up the show, segment-producing for reporters, taking the show to air.","Reporter/$50-55k CAD (print, digital & broadcast salaries, 4 years running)",52000,,8
1062,11/14/19 17:39,Reporter,Berkshire Eagle,"28,600",male white,2,"Pittsfield, Massachusetts","Broad coverage of far flung rural area, including extensive driving time",,"28,600",,2
1063,11/14/19 17:39,News Director,rural public radio station,"$40,000 ",European-American male,16,Texas,,,"$40,000 ",,16
1064,11/14/19 17:40,associate producer,Pushkin,"67,000 (+ approx 20% bonus )",cis white female,5,NYC,,,67000,,5
1065,11/14/19 17:44,Reporter,The Salt Lake Tribune,$19.58/hour,Cisgender white female,3.5,"Salt Lake City, Utah",Beat coverage,None,,x,3.5
1066,11/14/19 17:45,Reporter 2 (1-3 classification) in 2018,Gannett,"$48,800 ",White male,12,"Reno, Nev.","Reporting, photography, videography","Started at $48,000 in 2015. Previously worked as Digital Content Director for smaller company at same salary. Before that was managing Publishing system for $40,000. Previously a centralized news designer for $15/hour.","$48,800 ",,12
1067,11/14/19 17:47,Sports Reporter,Salt Lake Tribune,"39,000",Male/Hispanic,4.5,Salt Lake City,"Cover professional soccer and prep sports, and also college sports and NBA when needed",,"39,000",,4.5
1068,11/14/19 17:51,Camera Operator,WIN News Australia,"$45,000 (AUD)",Cis white male,1,Australia,Filming news segments for prime time TV broadcast,,,x,1
1069,11/14/19 17:55,Marketing Solutions Strategist,Refinery29,60500,Female / White,2,New York City,Answer pre-sale RFPs,50000,60500,,2
1071,11/14/19 18:01,Promotions Producer,CBS News,"$56,625 ","White, female",4,DFW,,,"$56,625 ",,4
1072,11/14/19 18:06,Marketing Coordinator,Viacom,"56,500 + overtime",Cis white female,4,"New York, NY",Planning and executing media plans,53k at marketing tech company as Associate Account Manager,56500,,4
1073,11/14/19 18:09,Head of Social Media,News Corp,"120,999",Male/White,14,,,,"120,999",,14
1074,11/14/19 18:12,Reporter,ProPublica,"87,500",Cis White Female,6,New York,"Investigative reporting, light data reporting",,"87,500",,6
1075,11/14/19 18:25,Assistant Editor,Simon & Schuster,"$42,000 ",Female/Asian,5,"New York, NY",Acquire and edit books; support two senior-level editors,"Editorial Assistant, Simon & Schuster ($33,000 - $35,000)","$42,000 ",,5
1076,11/14/19 18:32,Writer,Freelance,"66,000",Cis white female,15,Oregon,Writing for magazines and online + public speaking,"Average around 5,000 a month for past five years","66,000",,15
1077,11/14/19 18:39,Web Manager,Salt Lake Tribune,"$39,000 ","Female, white",7,Salt Lake City,"Web platform curation, social media, comment moderation","Editor: 30,000, Reporter: 22,800","$39,000 ",,7
1078,11/14/19 18:44,Freelance journalist,"The New York Times, Forbes.com, The Guardian (U.S.)","$26,000 estimated in 2019",male/white,38,"South Orange, N.J.","Reporting and writing pieces for a newspaper, website and blog.","Staff writer, Dallas Morning News and Philadelphia Inquirer. Also, contributor, The Wall Street Journal.",26000,,38
1079,11/14/19 18:46,Reporter,Gannett,"$36,000 ",White male,3,"Reno, Nevada","Breaking news and enterprise reporting. Plus photo, video and drone flying.",,"$36,000 ",,3
1080,11/14/19 18:53,Reporter,Gannett,"$36,300 ",Hispanic,6,Reno,"I cover breaking news, crime and courts. I also occasionally take my own photos and produce my own videos. I recently obtained my license to fly drones.",None,"$36,300 ",,6
1081,11/14/19 18:56,Staff Writer,McClatchy,"$47,000 ",Female/White,6,"San Luis Obispo, California","Reporting, social media posting, video editing, photography",,"$47,000 ",,6
1082,11/14/19 18:58,Director,Bristol Myers Squibb,"250,000",Cishet white,20,Usa,Information Technology,,"250,000",,20
1083,11/14/19 19:06,Homepage Producer,Hearst,"$57,000 ",Cis white male,3,Houston,"Run homepage, pull together morning/afternoon newsletters, send daily desktop alerts and breaking news emails, write, edit and package stories, advise reporters and editors on content choices, assist with social media when needed","$38,000 (Web Producer, Hearst)
$40,000 (Audience Engagement Editor, McClatchy)","$57,000 ",,3
1084,11/14/19 19:09,Columnist,Boston Globe,37500,Lesbian black transgender female,9,Boston,Daily column,,37500,,9
1085,11/14/19 19:14,Associate Producer,Business Insider,$53000 + $5000 bonus,cis asian woman,2,New York,"shooter, video editor, producer",intern 13$/hr,53000,,2
1086,11/14/19 19:19,Reporter,Gannett,"44,000",white female,10,Reno,"Reporter; storytelling coach, producer; podcast producer","Started at less than $26K at first newspaper, worked as a city govt. reporter, education reporter, cops and courts reporter, arts and culture reporter","44,000",,10
1087,11/14/19 19:33,Digital Producer,Nexstar Broadcasting,"$41,000 ",Cis white woman,7,x,"Write and produce stories for web, manage homepage, send push alerts, manage social",x,"$41,000 ",,7
1088,11/14/19 19:39,Content curator,Google via vaco,"$48,000 ",cis White female,2,Texas,Write national news salaries/headlines and other news content,,"$48,000 ",,2
1089,11/14/19 19:57,Associate Graphics Reporter,The Wall Street Journal,70000,,2,"New York, NY",,"SF Chronicle intern: 16.50/hr, Texas Tribune fellow: 5k stipend",70000,,2
1090,11/14/19 19:58,Graphics Director,The Wall Street Journal,180000,F/W,,"New York, NY",,,180000,,
1091,11/14/19 20:21,Editor,Bustle Digital Group,"$61,000 ",Cis white female,3,New York City,Manage writers and vertical content,"Staff writer, freelance writer","$61,000 ",,3
1092,11/14/19 20:25,Reporter,Boston Globe,"$95,000 ",White male,16,Boston,Reporter covering a major news beat.,"95,000. Beat reporter at a different large-market daily newspaper.","$95,000 ",,16
1093,11/14/19 20:28,Reporter,NPR affiliate,"52,000",White male,3,Atlanta,"Beat reporter: web, audio, reporter radio features, interviews with hosts, etc.",,"52,000",,3
1094,11/14/19 20:39,Photojournalist,Media General,"$55,000 ",White male,23,Florida,"End of career duties included photography for website which maybe a gallery and print product. Plus editing 2.5 hours live broadcast new show every morning every other week. Run live truck and shoot VO/VOSOT and video packages for daily newscast every other week opposite editing duties. Start of career duties where to be photography just for print, may include transmitting from remote areas. Some international travel required.",Starting salary upper $30’s with ending salary mid $50’s.,"$55,000 ",,23
1095,11/14/19 20:42,Senior Reporter,McClatchy,"$49,000 ",White/ female,8,South Carolina,,,"$49,000 ",,8
1096,11/14/19 20:48,Managing Editor,Local Nonprofit News Organization,"$27,000 ",Female,5,"Ithaca, NY",Reporting and Editing,,"$27,000 ",,5
1097,11/14/19 20:59,Data reporter,Small non-profit newsroom,"41,000",cis white female,1,Midwest,"Data analysis, data reporting, database reporting, breaking news reporting, graphic design, occasional UX/UI design",Reporting fellow,"41,000",,1
1098,11/14/19 21:04,Associate Digital Producer,ABC NEWS,"70,000",White Male,3,NYC,Produce short videos for the website,,"70,000",,3
1099,11/14/19 21:12,News Editor,CBS Interactive,"70,000",cishet white female,3,New York,,,"70,000",,3
1100,11/14/19 21:18,Senior Editor,Popsugar,"85,000",Gay female / Hispanic,7.5,New York,"Manage team, edit all stories, coordinate with sales",,"85,000",,7.5
1101,11/14/19 21:20,Features Reporter,Gannett,"35,000",cis white female,5,NJ,,Laid off,"35,000",,5
1102,11/14/19 21:44,Senior reporter,Atlanta Journal-Constitution,"$97,000 ",Asian American,28,Atlanta,Columnist,,"$97,000 ",,28
1103,11/14/19 21:46,Photo Editor,Blink.la,48000,White cis female,4,"Brooklyn, NY","Curate travel, editorial and archival photos for projects for Google",Freelance Photographer/Waitress/Translator - making much less,48000,,4
1104,11/14/19 21:49,Producer / engagement editor,The Seattle Times,$48.5k / year,Male / white,3,Seattle,"Reporting, organizing events, writing social media copy",,48500,,3
1105,11/14/19 22:09,Multi platform editor,The Washington Post,"$71,000 ",Cis /POC,12,Washington DC,,,"$71,000 ",,12
1106,11/14/19 22:13,Reporter,ALM Media / Law.com,73000,White male,6,NYC,,,73000,,6
1107,11/14/19 22:15,Staff writer,U.S. News,"$48,000 ","female, white",1.5,D.C.,Report/write 2-7 stories/week,,"$48,000 ",,1.5
1108,11/14/19 22:17,Reporter,Nexstar Broadcasting,"35,000",Cis white male,3,New England,Reporter,,"35,000",,3
1109,11/14/19 22:26,Reporting Fellow,ProPublica Illinois,"$39,000 ",Cis POC female,4.5,Chicago,"Reporting, including data (Fellowships typically last 1 year)","Experience includes internships/fellowships. Previously producer/reporter at WBEZ ($56,000, started at $52K), includes raises+unionized","$39,000 ",,4.5
1110,11/14/19 22:28,Reporter,The Morning Call,"$47,000 ",White female,12,Allentown,,,"$47,000 ",,12
1111,11/14/19 22:43,Sports Reporter,Canadian Television Station,"49,000",cis White female,5,Western Canada,"Web writing, video journalist, camera work, editing, reporting, on camera","Small TV station 28,000 annual
Medium Market TV Host 60,000 annual","49,000",,5
1112,11/14/19 22:43,Blogger,Barstool Sports,"175,000",Male,10,New York,Blogging and podcasting,,"175,000",,10
1113,11/14/19 22:45,Reporter,Lee Enterprises,"$45,000 ",Male,2,Wisconsin,,,"$45,000 ",,2
1114,11/14/19 22:53,Photographer,Gannett,"46,000",hispanic,10,California,photography,,"46,000",,10
1115,11/14/19 23:13,Senior Digital Designer,CBS Interactive,"85,000",Cis Male Mexican,6,"Los Angeles, CA","Designer for digital shows verticals, social and editorial",,"85,000",,6
1116,11/14/19 23:28,Executive editor,Local newspaper,"$42,000 ",Cis white woman,7.5,New York metro area,"Running an entire newspaper that publishes weekly, i.e. writing 6+ stories, managing freelance submissions, layout an entire paper in InDesign, copyedit entire paper, compile event listings, manage social media, update the website","Associate editor at the same publication, starting salary ~$35k","$42,000 ",,7.5
1117,11/14/19 23:40,Writer,Freelance,"$125,000 ",Male/White,18,Colorado,"Source leads, edit photos and video, write and proof copy.",Always freelance,"$125,000 ",,18
1118,11/15/19 0:41,Deputy Off-Platform Editor,New York Times,"180,000",Female POC,3,NY,Lead the team handling coverage and distribution of our journalism across platforms,Held director level position at another media company.,"180,000",,3
1119,11/15/19 0:50,Mid-Level Reporter,Non-Profit News (don't want to say which),"98,000 + 20% 401K contribution","cishet woman, POC",9,California,business beat,"All positions included bonuses ranging from $3K-8K, depending on company's performance.
HuffPost: Senior Health Editor/Reporter: 74K (2018)
HuffPost: Senior Health Editor/Reporter: 60K (after unionizing, bumped up to 70K)
HuffPost: Health Editor/Reporter: 52K
HuffPost: Assoc. News Editor: 40K
HuffPost starting salary: 35K (2011)",98000,,9
1120,11/15/19 3:41,Digital Program Director,iHeartMedia,"40,000",Female/White,6,PNW,"Direct manager of digital team, implementing all local digital initiatives.","Online Coordinator, $36,000","40,000",,6
1121,11/15/19 8:22,Reporter,Tribune Publishing newspaper,"52,000",White cishet male,2,,,,"52,000",,2
1122,11/15/19 8:39,Reporter,The Advocate,"$45,000 ",Female,8,Louisiana,Beat reporter,"Small town newspaper $28,000 
Mid-size city newspaper $48,000","$45,000 ",,8
1123,11/15/19 8:49,Assistant Editor,Popular Science,"48,000",White cis woman,4,NYC,"Assign/edit/write stories for online, assign/edit/write stories for the quarterly print magazine, contribute to a weekly podcast",Promoted from Editorial Assistant at $40k a year,"48,000",,4
1124,11/15/19 8:50,Editor,Bloomberg News,"$162,000 + $27,000 target bonus",cishet black male,27,Acela Corridor,"Editing, some writing",,162000,,27
1125,11/15/19 9:08,Assignment Editor,CNN,"81,000","cis, African-American woman",13,"Washington, DC","disseminate editorial information, gather editorial information, liveshot producer","Assignment Editor/$47,000, Associate Producer/50,000","81,000",,13
1126,11/15/19 9:45,Editor,An independent city magazine,"$80,000 ",Cis white woman,17,Florida,Everything editorial (I'm the only editor),,"$80,000 ",,17
1127,11/15/19 9:46,"Assistant editor, audience",ProPublica,75000,male poc,1.5,New York City,"Edit, right, manage social channels and platforms","ProPublica fellow (46.8k), Atlantic fellow (35k)",75000,,1.5
1128,11/15/19 9:51,Reporter,Small trade publication,"50,000 + bonus w/ 10 days PTO annually",Cishet white male,2,"Washington, D.C.","Write one to two government technology policy stories a day, staff company events, attend industry conferences when necessary","Editorial fellow/$40,000 annually at same company",50000,,2
1129,11/15/19 9:52,Writer and editor,Freelance,"42,000",Cis/het/white female,20,Midwest,Writing feature articles for national media outlets,Over 20 years my FT freelance income has ranged from <30K to (rarely) more than $50K. It has not been a steady upward trend.,"42,000",,20
1131,11/15/19 10:24,Graphic Designer and Social Media Contributor,BJBSJ,"< $30,000",White cisgender male,1,Boston,Create artwork for website and social media,"Fantasy Football Writer, Lowell Sun ($20,000/yr); Statistician, Upper Deck ($25,000)",30000,,1
1132,11/15/19 10:36,Podcast Sidekick and Honorary Producer,Barstool Sports,"$25,000 + merchandise bonus",White cis blind male,2,Boston,"Submit topics for show, laugh at podcast host's jokes, make prank phone calls, and occasionally cry.","Marketing and Events Assistant / Entercom / $35,000); Podcast host / Entercom / unpaid",25000,,2
